Spectrum Name:
Description:
Student ID:
Detector Used:
Comments:
Acquisition Mode:	PHA Pre-Amp
High Voltage:	1000
Conversion Gain:	1024
Coarse Gain:	4
Fine Gain:	1.0
Upper Discriminator:	1048
Lower Discriminator:	14
Calibration Coefficients:Elapsed Real Time:	120.59
Elapsed Live Time:	120.0
Start Time:	October 08, 2021, 04:54:19
End Time:	October 08, 2021, 04:56:20
ROIs:
ROI:	Low	High	Gross	Net	FWHM	Centroid

1	115	160	7642	1545	20	137
2	368	442	12359	10820	30	403
3	923	1022	2187	2086	32	969

Channel Data:
Channel	Energy	Counts
458		11
459		13
460		12
461		12
462		20
463		14
464		10
465		10
466		7
467		16
468		7
469		11
470		11
471		12
472		14
473		11
474		10
475		8
476		11
477		11
478		8
479		11
480		14
481		6
482		14
483		9
484		11
485		16
486		14
487		14
488		10
489		12
490		13
491		15
492		10
493		13
494		15
495		12
496		13
497		12
498		10
499		14
500		14
501		9
502		15
503		18
504		13
505		14
506		15
507		10
508		21
509		13
510		15
511		14
512		7
513		15
514		15
515		9
516		5
517		25
518		16
519		16
520		16
521		14
522		13
523		18
524		12
525		13
526		8
527		9
528		6
529		19
530		21
531		11
532		17
533		9
534		11
535		4
536		14
537		10
538		9
539		10
540		10
541		12
542		11
543		8
544		10
545		6
546		9
547		9
548		13
549		5
550		14
551		7
552		13
553		15
554		9
555		10
556		10
557		17
558		11
559		13
560		9
561		16
562		14
563		10
564		14
565		8
566		11
567		6
568		4
569		16
570		17
571		15
572		13
573		9
574		8
575		10
576		13
577		11
578		10
579		10
580		15
581		16
582		14
583		9
584		11
585		11
586		13
587		10
588		17
589		8
590		12
591		7
592		9
593		7
594		6
595		14
596		9
597		11
598		9
599		14
600		14
601		12
602		10
603		12
604		10
605		9
606		10
607		14
608		13
609		10
610		12
611		9
612		7
613		10
614		12
615		8
616		15
617		15
618		13
619		13
620		12
621		9
622		17
623		12
624		8
625		20
626		8
627		6
628		11
629		11
630		13
631		10
632		10
633		11
634		11
635		14
636		13
637		10
638		10
639		10
640		13
641		13
642		12
643		11
644		9
645		10
646		15
647		15
648		11
649		14
650		12
651		20
652		10
653		5
654		3
655		9
656		11
657		14
658		12
659		4
660		15
661		9
662		5
663		12
664		13
665		11
666		7
667		12
668		7
669		24
670		11
671		15
672		10
673		12
674		14
675		12
676		12
677		9
678		6
679		12
680		11
681		8
682		10
683		8
684		12
685		18
686		9
687		18
688		14
689		15
690		10
691		11
692		13
693		14
694		16
695		16
696		11
697		13
698		12
699		16
700		9
701		19
702		22
703		12
704		15
705		10
706		14
707		12
708		16
709		7
710		12
711		7
712		10
713		10
714		15
715		13
716		7
717		13
718		12
719		12
720		8
721		19
722		10
723		13
724		15
725		16
726		15
727		17
728		14
729		17
730		16
731		21
732		14
733		13
734		16
735		13
736		20
737		13
738		11
739		18
740		18
741		9
742		12
743		20
744		12
745		15
746		12
747		12
748		16
749		12
750		18
751		16
752		12
753		14
754		15
755		18
756		22
757		5
758		11
759		14
760		20
761		17
762		14
763		13
764		8
765		9
766		14
767		14
768		11
769		14
770		17
771		11
772		10
773		13
774		9
775		12
776		20
777		16
778		12
779		12
780		11
781		10
782		11
783		8
784		15
785		10
786		20
787		17
788		12
789		6
790		20
791		10
792		9
793		14
794		8
795		13
796		11
797		5
798		14
799		6
800		4
801		8
802		11
803		15
804		12
805		8
806		14
807		9
808		9
809		10
810		12
811		10
812		3
813		5
814		7
815		10
816		6
817		8
818		4
819		4
820		5
821		10
822		10
823		5
824		6
825		5
826		8
827		3
828		6
829		4
830		2
831		8
832		3
833		6
834		6
835		9
836		2
837		3
838		5
839		6
840		2
841		5
842		8
843		6
844		2
845		3
846		1
847		3
848		3
849		1
850		3
851		3
852		4
853		9
854		3
855		5
856		3
857		3
858		2
859		3
860		4
861		2
862		1
863		2
864		3
865		5
866		2
867		3
868		5
869		0
870		0
871		1
872		3
873		1
874		2
875		1
876		4
877		4
878		0
879		3
880		3
881		2
882		4
883		0
884		2
885		3
886		2
887		1
888		5
889		0
890		1
891		3
892		2
893		2
894		2
895		2
896		0
897		2
898		0
899		1
900		2
901		1
902		1
903		2
904		2
905		1
906		0
907		1
908		2
909		4
910		1
911		2
912		2
913		1
914		3
915		1
916		6
917		3
918		2
919		5
920		2
921		3
922		0
923		2
924		3
925		3
926		5
927		5
928		3
929		7
930		5
931		6
932		8
933		9
934		11
935		6
936		9
937		11
938		11
939		12
940		20
941		22
942		24
943		22
944		23
945		24
946		22
947		29
948		29
949		23
950		26
951		34
952		40
953		35
954		38
955		24
956		35
957		27
958		29
959		37
960		36
961		43
962		31
963		39
964		38
965		43
966		46
967		43
968		36
969		44
970		57
971		41
972		36
973		50
974		29
975		41
976		49
977		44
978		43
979		27
980		46
981		37
982		29
983		36
984		32
985		35
986		32
987		18
988		27
989		31
990		34
991		22
992		17
993		23
994		24
995		23
996		21
997		17
998		24
999		21
1000		9
1001		11
1002		12
1003		14
1004		13
1005		11
1006		8
1007		7
1008		11
1009		6
1010		5
1011		3
1012		5
1013		6
1014		2
1015		4
1016		4
1017		2
1018		3
1019		3
1020		0
1021		2
1022		2
1023		2
