Spectrum Name:
Description:
Student ID:
Detector Used:
Comments:
Acquisition Mode:	PHA Pre-Amp
High Voltage:	1000
Conversion Gain:	1024
Coarse Gain:	4
Fine Gain:	1.0
Upper Discriminator:	1048
Lower Discriminator:	14
Calibration Coefficients:Elapsed Real Time:	178.66
Elapsed Live Time:	178.31
Start Time:	October 08, 2021, 02:57:05
End Time:	October 08, 2021, 03:00:04
ROIs:
ROI:	Low	High	Gross	Net	FWHM	Centroid

1	131	174	4240	675	6	151
3	37	37	64	64	0	0
4	483	557	6104	5315	28	517
5	11	35	3080	1878	7	23

Channel Data:
Channel	Energy	Counts
455		4
456		6
457		6
458		3
459		7
460		3
461		11
462		8
463		7
464		8
465		7
466		6
467		7
468		5
469		5
470		4
471		2
472		10
473		9
474		8
475		2
476		8
477		7
478		12
479		15
480		12
481		14
482		9
483		24
484		18
485		14
486		22
487		24
488		24
489		25
490		21
491		32
492		43
493		52
494		45
495		44
496		66
497		70
498		78
499		83
500		87
501		92
502		101
503		122
504		93
505		106
506		126
507		135
508		134
509		137
510		145
511		152
512		166
513		169
514		167
515		157
516		156
517		142
518		142
519		151
520		149
521		172
522		190
523		136
524		172
525		148
526		146
527		133
528		159
529		109
530		126
531		101
532		88
533		92
534		86
535		77
536		90
537		56
538		57
539		60
540		50
541		59
542		40
543		36
544		33
545		26
546		14
547		25
548		21
549		20
550		8
551		10
552		10
553		10
554		7
555		12
556		7
557		4
558		6
559		3
560		2
561		3
562		4
563		1
564		2
565		3
566		2
567		3
568		4
569		1
570		0
571		0
572		2
573		2
574		0
575		1
576		1
577		1
578		1
579		2
580		1
581		1
582		0
583		2
584		2
585		1
586		1
587		4
588		1
589		1
590		0
591		2
592		1
593		2
594		1
595		1
596		1
597		2
598		2
599		0
600		1
601		1
602		1
603		2
604		3
605		0
606		2
607		0
608		1
609		0
610		3
611		0
612		1
613		1
614		3
615		3
616		4
617		1
618		0
619		1
620		1
621		1
622		1
623		0
624		2
625		1
626		0
627		0
628		3
629		1
630		0
631		1
632		1
633		1
634		2
635		2
636		1
637		3
638		0
639		1
640		2
641		2
642		1
643		2
644		1
645		0
646		1
647		1
648		3
649		1
650		2
651		2
652		0
653		1
654		0
655		0
656		1
657		1
658		2
659		0
660		1
661		0
662		0
663		0
664		2
665		2
666		2
667		0
668		1
669		2
670		0
671		1
672		1
673		4
674		1
675		4
676		0
677		0
678		0
679		1
680		0
681		2
682		2
683		0
684		0
685		0
686		3
687		2
688		1
689		2
690		0
691		0
692		0
693		4
694		2
695		1
696		0
697		3
698		2
699		0
700		0
701		1
702		0
703		0
704		2
705		1
706		0
707		1
708		2
709		1
710		1
711		2
712		0
713		1
714		0
715		3
716		2
717		1
718		2
719		0
720		1
721		2
722		0
723		1
724		2
725		2
726		1
727		0
728		0
729		0
730		2
731		0
732		1
733		1
734		1
735		1
736		2
737		1
738		1
739		0
740		1
741		0
742		0
743		4
744		1
745		2
746		0
747		0
748		1
749		1
750		1
751		1
752		2
753		1
754		0
755		1
756		1
757		2
758		2
759		2
760		0
761		0
762		1
763		0
764		1
765		1
766		3
767		2
768		2
769		1
770		1
771		1
772		2
773		0
774		0
775		0
776		0
777		1
778		1
779		2
780		1
781		0
782		1
783		3
784		0
785		0
786		1
787		0
788		4
789		1
790		0
791		0
792		1
793		0
794		1
795		1
796		3
797		0
798		0
799		0
800		0
801		1
802		1
803		0
804		0
805		1
806		1
807		0
808		1
809		0
810		1
811		0
812		1
813		1
814		0
815		0
816		0
817		3
818		2
819		2
820		2
821		2
822		1
823		0
824		0
825		2
826		0
827		1
828		0
829		0
830		1
831		0
832		3
833		0
834		1
835		2
836		0
837		1
838		1
839		0
840		1
841		3
842		2
843		0
844		0
845		1
846		0
847		0
848		0
849		1
850		0
851		0
852		0
853		0
854		1
855		0
856		0
857		0
858		3
859		1
860		1
861		1
862		0
863		0
864		0
865		1
866		0
867		2
868		3
869		0
870		0
871		1
872		1
873		1
874		0
875		0
876		2
877		0
878		0
879		1
880		0
881		1
882		0
883		1
884		0
885		0
886		0
887		3
888		1
889		0
890		0
891		1
892		0
893		1
894		1
895		2
896		0
897		1
898		0
899		0
900		0
901		2
902		0
903		0
904		1
905		0
906		0
907		0
908		2
909		1
910		0
911		0
912		0
913		0
914		0
915		0
916		1
917		0
918		0
919		2
920		1
921		1
922		0
923		1
924		1
925		0
926		0
927		2
928		0
929		1
930		0
931		0
932		1
933		1
934		1
935		0
936		0
937		0
938		0
939		1
940		1
941		0
942		0
943		1
944		0
945		0
946		2
947		0
948		1
949		0
950		0
951		0
952		0
953		1
954		0
955		1
956		1
957		0
958		1
959		1
960		0
961		0
962		0
963		1
964		0
965		0
966		2
967		1
968		0
969		2
970		1
971		0
972		1
973		1
974		0
975		1
976		0
977		1
978		1
979		0
980		1
981		3
982		0
983		3
984		0
985		0
986		0
987		1
988		1
989		0
990		0
991		0
992		1
993		0
994		0
995		1
996		0
997		0
998		0
999		1
1000		1
1001		0
1002		0
1003		0
1004		0
1005		0
1006		0
1007		1
1008		0
1009		0
1010		1
1011		0
1012		1
1013		0
1014		0
1015		1
1016		0
1017		0
1018		0
1019		0
1020		0
1021		0
1022		0
1023		0
