Spectrum Name:
Description:
Student ID:
Detector Used:
Comments:
Acquisition Mode:	PHA Pre-Amp
High Voltage:	1000
Conversion Gain:	1024
Coarse Gain:	4
Fine Gain:	1.0
Upper Discriminator:	1048
Lower Discriminator:	14
Calibration Coefficients:Elapsed Real Time:	120.57
Elapsed Live Time:	120.0
Start Time:	October 08, 2021, 04:59:01
End Time:	October 08, 2021, 05:01:02
ROIs:
ROI:	Low	High	Gross	Net	FWHM	Centroid

1	115	160	7486	1501	17	137
2	368	442	12217	10603	30	403
3	923	1022	2106	1806	30	969

Channel Data:
Channel	Energy	Counts
458		14
459		12
460		13
461		5
462		16
463		17
464		7
465		11
466		12
467		13
468		7
469		21
470		15
471		13
472		11
473		18
474		5
475		16
476		12
477		16
478		16
479		12
480		20
481		10
482		14
483		11
484		18
485		8
486		14
487		8
488		14
489		11
490		2
491		11
492		16
493		12
494		12
495		13
496		11
497		13
498		16
499		15
500		14
501		15
502		9
503		21
504		12
505		15
506		9
507		11
508		8
509		14
510		16
511		9
512		13
513		12
514		12
515		9
516		12
517		12
518		13
519		9
520		15
521		18
522		22
523		15
524		4
525		7
526		12
527		9
528		11
529		14
530		13
531		11
532		12
533		9
534		7
535		11
536		16
537		16
538		9
539		9
540		11
541		9
542		16
543		18
544		11
545		9
546		6
547		10
548		6
549		6
550		13
551		6
552		14
553		14
554		14
555		8
556		12
557		13
558		11
559		10
560		11
561		8
562		6
563		14
564		13
565		8
566		7
567		11
568		11
569		13
570		7
571		10
572		12
573		11
574		8
575		10
576		14
577		13
578		9
579		7
580		13
581		10
582		9
583		12
584		12
585		8
586		9
587		10
588		8
589		17
590		13
591		14
592		4
593		12
594		13
595		10
596		12
597		15
598		10
599		5
600		6
601		10
602		15
603		8
604		11
605		9
606		10
607		14
608		7
609		8
610		12
611		10
612		15
613		13
614		20
615		11
616		11
617		11
618		9
619		10
620		10
621		6
622		6
623		12
624		14
625		10
626		15
627		13
628		10
629		8
630		9
631		13
632		13
633		10
634		6
635		14
636		13
637		16
638		6
639		19
640		8
641		8
642		11
643		7
644		10
645		12
646		13
647		14
648		14
649		14
650		14
651		12
652		14
653		10
654		10
655		7
656		8
657		10
658		7
659		17
660		6
661		13
662		16
663		12
664		10
665		9
666		10
667		19
668		13
669		7
670		14
671		16
672		15
673		13
674		13
675		4
676		14
677		12
678		16
679		5
680		9
681		11
682		12
683		13
684		15
685		14
686		12
687		13
688		8
689		9
690		12
691		12
692		5
693		13
694		12
695		17
696		12
697		12
698		16
699		18
700		10
701		7
702		11
703		18
704		14
705		14
706		13
707		7
708		9
709		14
710		7
711		14
712		13
713		14
714		13
715		13
716		8
717		11
718		22
719		13
720		19
721		7
722		9
723		11
724		11
725		12
726		14
727		9
728		14
729		12
730		14
731		19
732		19
733		13
734		15
735		19
736		14
737		15
738		17
739		15
740		21
741		16
742		12
743		14
744		7
745		18
746		12
747		12
748		10
749		21
750		9
751		18
752		14
753		15
754		17
755		15
756		14
757		12
758		15
759		16
760		18
761		18
762		10
763		13
764		19
765		10
766		14
767		12
768		16
769		15
770		10
771		11
772		13
773		13
774		19
775		17
776		15
777		12
778		9
779		12
780		21
781		15
782		8
783		10
784		5
785		10
786		17
787		10
788		16
789		11
790		15
791		7
792		6
793		12
794		12
795		12
796		8
797		7
798		10
799		11
800		8
801		11
802		11
803		9
804		8
805		9
806		7
807		5
808		16
809		10
810		11
811		6
812		3
813		8
814		7
815		5
816		6
817		3
818		8
819		10
820		7
821		5
822		11
823		11
824		2
825		6
826		5
827		3
828		3
829		2
830		5
831		8
832		3
833		5
834		6
835		1
836		3
837		2
838		5
839		4
840		6
841		5
842		4
843		4
844		4
845		2
846		1
847		3
848		4
849		6
850		5
851		1
852		5
853		1
854		3
855		2
856		1
857		0
858		4
859		0
860		2
861		1
862		2
863		2
864		2
865		3
866		4
867		2
868		3
869		1
870		0
871		2
872		1
873		0
874		0
875		2
876		2
877		3
878		1
879		2
880		1
881		1
882		2
883		2
884		2
885		1
886		1
887		3
888		2
889		3
890		0
891		1
892		1
893		0
894		2
895		3
896		2
897		2
898		2
899		1
900		1
901		1
902		0
903		2
904		2
905		3
906		1
907		3
908		2
909		1
910		1
911		3
912		3
913		4
914		0
915		0
916		3
917		3
918		4
919		4
920		0
921		4
922		2
923		3
924		4
925		3
926		6
927		3
928		7
929		5
930		8
931		14
932		13
933		14
934		7
935		9
936		10
937		10
938		18
939		19
940		15
941		15
942		19
943		12
944		20
945		14
946		24
947		17
948		24
949		31
950		32
951		29
952		37
953		23
954		20
955		33
956		36
957		39
958		37
959		30
960		45
961		27
962		32
963		46
964		39
965		33
966		49
967		42
968		39
969		45
970		55
971		33
972		43
973		44
974		36
975		46
976		36
977		33
978		39
979		36
980		35
981		41
982		41
983		27
984		17
985		37
986		35
987		19
988		20
989		28
990		31
991		23
992		28
993		12
994		26
995		15
996		20
997		11
998		16
999		14
1000		15
1001		18
1002		7
1003		20
1004		10
1005		2
1006		11
1007		9
1008		4
1009		5
1010		3
1011		6
1012		8
1013		2
1014		6
1015		3
1016		5
1017		3
1018		3
1019		3
1020		3
1021		3
1022		3
1023		3
