Spectrum Name:
Description:
Student ID:
Detector Used:
Comments:
Acquisition Mode:	PHA Pre-Amp
High Voltage:	1000
Conversion Gain:	1024
Coarse Gain:	4
Fine Gain:	1.0
Upper Discriminator:	1048
Lower Discriminator:	14
Calibration Coefficients:Elapsed Real Time:	120.52
Elapsed Live Time:	120.0
Start Time:	October 08, 2021, 05:06:13
End Time:	October 08, 2021, 05:08:13
ROIs:
ROI:	Low	High	Gross	Net	FWHM	Centroid

1	115	160	7058	1259	17	137
2	368	442	10745	9394	30	403
3	923	1022	1914	1763	48	970

Channel Data:
Channel	Energy	Counts
0		0
1		0
2		0
3		0
4		0
5		22
6		35
7		33
8		34
9		44
10		49
11		63
12		67
13		62
14		69
15		77
16		74
17		85
18		83
19		85
20		109
21		80
22		98
23		94
24		68
25		73
26		87
27		74
28		80
29		70
30		89
31		87
32		76
33		79
34		98
35		90
36		106
37		81
38		90
39		99
40		89
41		116
42		102
43		117
44		113
45		106
46		109
47		103
48		117
49		108
50		89
51		108
52		134
53		120
54		102
55		126
56		121
57		117
58		121
59		131
60		136
61		128
62		118
63		138
64		133
65		136
66		132
67		142
68		136
69		126
70		140
71		109
72		135
73		125
74		118
75		135
76		156
77		156
78		126
79		137
80		143
81		141
82		138
83		147
84		131
85		131
86		128
87		143
88		132
89		169
90		124
91		139
92		151
93		120
94		138
95		138
96		126
97		122
98		130
99		115
100		120
101		138
102		147
103		122
104		119
105		135
106		121
107		141
108		121
109		146
110		143
111		115
112		135
113		145
114		149
115		140
116		128
117		130
118		140
119		114
120		132
121		127
122		130
123		150
124		154
125		156
126		144
127		139
128		159
129		146
130		166
131		159
132		152
133		176
134		175
135		180
136		182
137		207
138		190
139		183
140		189
141		200
142		187
143		201
144		160
145		179
146		164
147		179
148		175
149		146
150		148
151		143
152		144
153		132
154		130
155		120
156		121
157		134
158		107
159		117
160		123
161		103
162		113
163		119
164		91
165		96
166		109
167		119
168		106
169		115
170		114
171		116
172		135
173		110
174		102
175		119
176		127
177		104
178		118
179		112
180		116
181		108
182		92
183		105
184		78
185		92
186		103
187		103
188		88
189		111
190		95
191		88
192		100
193		92
194		105
195		94
196		111
197		91
198		97
199		76
200		86
201		97
202		85
203		83
204		74
205		75
206		78
207		87
208		87
209		73
210		73
211		83
212		81
213		64
214		70
215		93
216		74
217		69
218		91
219		80
220		71
221		89
222		72
223		85
224		90
225		80
226		89
227		68
228		66
229		72
230		83
231		73
232		75
233		66
234		64
235		77
236		66
237		94
238		62
239		89
240		65
241		81
242		68
243		71
244		60
245		79
246		74
247		68
248		55
249		65
250		69
251		65
252		72
253		71
254		59
255		49
256		54
257		70
258		53
259		71
260		64
261		65
262		60
263		45
264		51
265		64
266		53
267		49
268		50
269		42
270		50
271		33
272		38
273		34
274		29
275		33
276		29
277		43
278		39
279		38
280		40
281		27
282		29
283		37
284		34
285		31
286		30
287		27
288		29
289		28
290		26
291		29
292		31
293		41
294		33
295		27
296		40
297		30
298		31
299		29
300		26
301		29
302		26
303		25
304		33
305		22
306		26
307		33
308		25
309		34
310		21
311		22
312		36
313		34
314		23
315		21
316		33
317		22
318		27
319		20
320		16
321		25
322		18
323		29
324		25
325		18
326		26
327		29
328		29
329		20
330		32
331		26
332		20
333		18
334		28
335		24
336		19
337		22
338		18
339		30
340		19
341		28
342		24
343		33
344		31
345		22
346		27
347		22
348		8
349		17
350		31
351		19
352		10
353		18
354		24
355		24
356		21
357		24
358		27
359		35
360		20
361		14
362		44
363		25
364		32
365		26
366		19
367		31
368		23
369		25
370		35
371		28
372		33
373		50
374		39
375		47
376		43
377		52
378		59
379		70
380		79
381		74
382		91
383		101
384		96
385		123
386		128
387		152
388		150
389		184
390		175
391		213
392		227
393		218
394		252
395		254
396		278
397		265
398		262
399		307
400		286
401		306
402		298
403		307
404		332
405		319
406		303
407		250
408		304
409		277
410		291
411		262
412		242
413		235
414		245
415		242
416		215
417		195
418		166
419		155
420		154
421		140
422		119
423		122
424		110
425		102
426		82
427		74
428		73
429		59
430		60
431		39
432		40
433		34
434		35
435		25
436		19
437		23
438		19
439		15
440		16
441		11
442		11
443		11
444		8
445		16
446		13
447		12
448		15
449		12
450		13
451		12
452		8
453		7
454		9
455		9
456		9
457		4
