Spectrum Name:
Description:
Student ID:
Detector Used:
Comments:
Acquisition Mode:	PHA Pre-Amp
High Voltage:	1000
Conversion Gain:	1024
Coarse Gain:	4
Fine Gain:	1.0
Upper Discriminator:	1048
Lower Discriminator:	14
Calibration Coefficients:Elapsed Real Time:	120.49
Elapsed Live Time:	120.0
Start Time:	October 08, 2021, 05:09:21
End Time:	October 08, 2021, 05:11:21
ROIs:
ROI:	Low	High	Gross	Net	FWHM	Centroid

1	115	160	6671	1219	17	137
2	368	442	9305	7805	31	403
3	923	1022	1738	1436	39	969

Channel Data:
Channel	Energy	Counts
458		12
459		6
460		12
461		13
462		12
463		9
464		15
465		12
466		10
467		8
468		11
469		6
470		12
471		14
472		8
473		6
474		14
475		9
476		8
477		6
478		9
479		9
480		12
481		15
482		11
483		10
484		11
485		10
486		15
487		15
488		9
489		9
490		8
491		9
492		13
493		11
494		12
495		16
496		13
497		9
498		12
499		8
500		16
501		16
502		16
503		9
504		4
505		15
506		8
507		10
508		10
509		8
510		7
511		8
512		12
513		10
514		11
515		8
516		9
517		11
518		12
519		9
520		9
521		7
522		7
523		10
524		10
525		6
526		11
527		10
528		10
529		11
530		11
531		18
532		6
533		7
534		11
535		9
536		11
537		10
538		9
539		11
540		13
541		9
542		10
543		4
544		9
545		12
546		6
547		7
548		8
549		7
550		9
551		3
552		9
553		7
554		7
555		11
556		15
557		6
558		13
559		10
560		7
561		11
562		10
563		8
564		12
565		18
566		13
567		14
568		5
569		10
570		11
571		6
572		9
573		7
574		4
575		9
576		8
577		14
578		11
579		8
580		14
581		9
582		11
583		4
584		11
585		9
586		6
587		13
588		5
589		12
590		11
591		9
592		8
593		9
594		6
595		9
596		6
597		10
598		10
599		10
600		9
601		7
602		8
603		18
604		11
605		11
606		8
607		15
608		11
609		8
610		11
611		10
612		6
613		8
614		10
615		9
616		15
617		7
618		7
619		12
620		14
621		9
622		6
623		11
624		13
625		10
626		8
627		6
628		7
629		11
630		11
631		9
632		6
633		12
634		7
635		11
636		11
637		15
638		8
639		10
640		8
641		6
642		6
643		6
644		6
645		11
646		16
647		9
648		6
649		9
650		11
651		13
652		10
653		12
654		7
655		12
656		11
657		10
658		8
659		12
660		4
661		6
662		6
663		14
664		5
665		9
666		11
667		10
668		9
669		7
670		13
671		13
672		12
673		18
674		10
675		13
676		11
677		10
678		5
679		10
680		15
681		6
682		15
683		15
684		13
685		10
686		8
687		7
688		4
689		13
690		13
691		16
692		12
693		15
694		12
695		4
696		17
697		8
698		7
699		10
700		13
701		14
702		6
703		9
704		17
705		7
706		15
707		7
708		8
709		8
710		11
711		8
712		7
713		13
714		7
715		11
716		10
717		10
718		10
719		10
720		8
721		11
722		14
723		11
724		7
725		14
726		11
727		17
728		10
729		15
730		12
731		11
732		12
733		14
734		15
735		8
736		11
737		9
738		11
739		8
740		13
741		10
742		15
743		6
744		9
745		13
746		15
747		11
748		11
749		8
750		8
751		15
752		5
753		9
754		12
755		11
756		11
757		9
758		8
759		19
760		15
761		5
762		11
763		9
764		20
765		16
766		12
767		10
768		10
769		8
770		7
771		15
772		16
773		12
774		9
775		9
776		17
777		18
778		13
779		10
780		12
781		10
782		8
783		14
784		11
785		11
786		5
787		12
788		12
789		10
790		9
791		12
792		11
793		15
794		8
795		14
796		10
797		7
798		3
799		14
800		8
801		8
802		7
803		7
804		7
805		8
806		9
807		9
808		12
809		8
810		5
811		9
812		8
813		7
814		5
815		7
816		6
817		7
818		5
819		6
820		4
821		7
822		3
823		5
824		7
825		8
826		3
827		8
828		6
829		1
830		5
831		2
832		1
833		5
834		5
835		1
836		6
837		5
838		1
839		8
840		3
841		3
842		4
843		4
844		8
845		3
846		3
847		5
848		3
849		3
850		1
851		1
852		1
853		1
854		1
855		4
856		4
857		2
858		3
859		4
860		3
861		1
862		2
863		4
864		4
865		2
866		4
867		2
868		1
869		2
870		1
871		3
872		3
873		0
874		3
875		1
876		1
877		3
878		2
879		0
880		1
881		1
882		3
883		2
884		2
885		3
886		3
887		0
888		1
889		0
890		1
891		3
892		2
893		3
894		2
895		2
896		0
897		0
898		1
899		1
900		3
901		4
902		1
903		2
904		2
905		1
906		2
907		2
908		1
909		4
910		0
911		2
912		2
913		2
914		1
915		2
916		6
917		2
918		3
919		1
920		2
921		3
922		8
923		4
924		3
925		9
926		4
927		3
928		2
929		11
930		2
931		12
932		7
933		11
934		14
935		10
936		2
937		11
938		10
939		7
940		16
941		15
942		18
943		14
944		19
945		18
946		19
947		22
948		13
949		14
950		25
951		19
952		22
953		24
954		22
955		34
956		22
957		31
958		26
959		43
960		40
961		37
962		34
963		39
964		26
965		32
966		35
967		26
968		36
969		41
970		24
971		34
972		26
973		32
974		29
975		32
976		28
977		28
978		25
979		25
980		28
981		28
982		40
983		25
984		25
985		26
986		26
987		25
988		27
989		21
990		16
991		13
992		20
993		15
994		23
995		14
996		9
997		6
998		16
999		13
1000		9
1001		13
1002		10
1003		11
1004		12
1005		8
1006		8
1007		6
1008		7
1009		7
1010		5
1011		6
1012		3
1013		4
1014		3
1015		6
1016		5
1017		1
1018		3
1019		1
1020		0
1021		6
1022		1
1023		1
