Spectrum Name:
Description:
Student ID:
Detector Used:
Comments:
Acquisition Mode:	PHA Pre-Amp
High Voltage:	1000
Conversion Gain:	1024
Coarse Gain:	4
Fine Gain:	1.0
Upper Discriminator:	1048
Lower Discriminator:	14
Calibration Coefficients:Elapsed Real Time:	178.36
Elapsed Live Time:	178.0
Start Time:	October 08, 2021, 03:52:47
End Time:	October 08, 2021, 03:55:45
ROIs:
ROI:	Low	High	Gross	Net	FWHM	Centroid

1	131	174	4586	757	16	151
3	37	37	62	62	0	0
4	483	557	6094	5418	32	516
5	11	35	2677	1438	7	23

Channel Data:
Channel	Energy	Counts
455		1
456		10
457		5
458		8
459		12
460		5
461		7
462		7
463		8
464		6
465		7
466		3
467		5
468		9
469		6
470		4
471		9
472		9
473		10
474		7
475		10
476		8
477		6
478		9
479		6
480		11
481		14
482		14
483		16
484		15
485		17
486		27
487		23
488		31
489		30
490		36
491		28
492		44
493		47
494		46
495		47
496		67
497		65
498		89
499		74
500		81
501		72
502		102
503		121
504		103
505		103
506		134
507		146
508		158
509		151
510		171
511		145
512		152
513		153
514		167
515		196
516		170
517		146
518		169
519		176
520		149
521		175
522		181
523		151
524		150
525		137
526		141
527		124
528		110
529		127
530		104
531		113
532		98
533		76
534		76
535		62
536		55
537		76
538		62
539		56
540		53
541		32
542		43
543		22
544		30
545		25
546		24
547		18
548		18
549		13
550		10
551		18
552		14
553		5
554		14
555		5
556		6
557		3
558		4
559		4
560		0
561		1
562		2
563		1
564		3
565		1
566		1
567		2
568		1
569		4
570		2
571		1
572		3
573		1
574		1
575		2
576		0
577		1
578		2
579		0
580		3
581		1
582		0
583		2
584		3
585		3
586		1
587		0
588		1
589		2
590		3
591		1
592		1
593		1
594		2
595		0
596		0
597		1
598		0
599		2
600		1
601		1
602		3
603		2
604		0
605		1
606		2
607		1
608		0
609		1
610		0
611		2
612		1
613		3
614		1
615		2
616		2
617		2
618		1
619		1
620		0
621		1
622		3
623		1
624		1
625		0
626		2
627		1
628		0
629		0
630		0
631		2
632		2
633		1
634		0
635		0
636		2
637		0
638		2
639		1
640		0
641		1
642		3
643		0
644		0
645		1
646		2
647		2
648		0
649		0
650		3
651		3
652		3
653		2
654		2
655		0
656		2
657		1
658		1
659		0
660		1
661		1
662		0
663		3
664		0
665		0
666		2
667		0
668		0
669		0
670		2
671		0
672		2
673		2
674		0
675		2
676		2
677		0
678		1
679		3
680		1
681		0
682		0
683		1
684		1
685		1
686		1
687		0
688		1
689		1
690		0
691		0
692		1
693		1
694		1
695		1
696		1
697		0
698		4
699		0
700		1
701		0
702		1
703		1
704		2
705		0
706		1
707		2
708		0
709		1
710		1
711		0
712		1
713		1
714		1
715		3
716		1
717		2
718		1
719		0
720		1
721		2
722		2
723		1
724		0
725		0
726		1
727		1
728		3
729		0
730		1
731		1
732		0
733		1
734		2
735		2
736		1
737		0
738		0
739		1
740		0
741		0
742		0
743		1
744		1
745		3
746		0
747		0
748		1
749		0
750		1
751		0
752		2
753		2
754		2
755		1
756		0
757		1
758		1
759		0
760		0
761		1
762		1
763		0
764		0
765		1
766		1
767		1
768		0
769		1
770		1
771		1
772		1
773		0
774		0
775		0
776		0
777		0
778		1
779		1
780		0
781		0
782		1
783		0
784		1
785		1
786		3
787		2
788		0
789		0
790		1
791		1
792		0
793		0
794		2
795		0
796		1
797		1
798		1
799		1
800		1
801		1
802		1
803		1
804		0
805		0
806		0
807		0
808		0
809		1
810		0
811		0
812		0
813		2
814		1
815		0
816		0
817		1
818		0
819		0
820		0
821		2
822		0
823		1
824		0
825		2
826		1
827		2
828		0
829		0
830		0
831		1
832		1
833		1
834		0
835		0
836		0
837		0
838		0
839		1
840		0
841		0
842		2
843		1
844		1
845		1
846		2
847		0
848		0
849		0
850		2
851		0
852		0
853		2
854		1
855		1
856		1
857		3
858		0
859		1
860		0
861		0
862		1
863		1
864		0
865		2
866		0
867		3
868		2
869		3
870		0
871		2
872		1
873		1
874		0
875		2
876		1
877		0
878		0
879		0
880		0
881		1
882		2
883		0
884		0
885		1
886		1
887		1
888		0
889		0
890		1
891		0
892		2
893		0
894		2
895		1
896		1
897		3
898		3
899		0
900		0
901		0
902		2
903		0
904		0
905		2
906		0
907		0
908		0
909		2
910		0
911		0
912		1
913		2
914		0
915		1
916		0
917		0
918		1
919		0
920		1
921		0
922		1
923		0
924		1
925		1
926		0
927		0
928		2
929		0
930		0
931		0
932		1
933		1
934		1
935		0
936		1
937		0
938		1
939		1
940		0
941		0
942		0
943		1
944		0
945		3
946		0
947		1
948		2
949		2
950		3
951		2
952		0
953		0
954		2
955		1
956		0
957		0
958		0
959		1
960		0
961		1
962		0
963		2
964		1
965		0
966		0
967		0
968		1
969		0
970		1
971		0
972		0
973		2
974		1
975		0
976		2
977		0
978		1
979		1
980		2
981		1
982		1
983		1
984		0
985		0
986		0
987		0
988		1
989		0
990		0
991		0
992		1
993		0
994		0
995		0
996		0
997		0
998		0
999		0
1000		0
1001		0
1002		0
1003		0
1004		1
1005		1
1006		0
1007		0
1008		0
1009		0
1010		1
1011		0
1012		1
1013		0
1014		0
1015		0
1016		0
1017		1
1018		1
1019		1
1020		0
1021		0
1022		1
1023		1
