Spectrum Name:
Description:
Student ID:
Detector Used:
Comments:
Acquisition Mode:	PHA Pre-Amp
High Voltage:	1000
Conversion Gain:	1024
Coarse Gain:	4
Fine Gain:	1.0
Upper Discriminator:	1048
Lower Discriminator:	14
Calibration Coefficients:Elapsed Real Time:	178.34
Elapsed Live Time:	178.0
Start Time:	October 08, 2021, 03:38:17
End Time:	October 08, 2021, 03:41:16
ROIs:
ROI:	Low	High	Gross	Net	FWHM	Centroid

1	131	174	4278	779	5	151
3	37	37	61	61	0	0
4	483	557	5303	4739	34	516
5	11	35	1706	541	8	23

Channel Data:
Channel	Energy	Counts
455		5
456		9
457		8
458		9
459		10
460		7
461		5
462		6
463		4
464		10
465		4
466		9
467		9
468		10
469		10
470		9
471		11
472		8
473		8
474		6
475		8
476		10
477		13
478		11
479		14
480		13
481		14
482		15
483		11
484		11
485		15
486		37
487		26
488		37
489		41
490		32
491		48
492		40
493		36
494		49
495		53
496		55
497		67
498		64
499		67
500		60
501		93
502		94
503		90
504		101
505		105
506		110
507		130
508		142
509		104
510		128
511		113
512		115
513		146
514		131
515		146
516		144
517		159
518		156
519		132
520		148
521		142
522		135
523		135
524		118
525		103
526		113
527		106
528		102
529		106
530		93
531		85
532		90
533		82
534		59
535		77
536		67
537		38
538		51
539		55
540		45
541		39
542		28
543		29
544		26
545		25
546		17
547		15
548		9
549		8
550		19
551		13
552		6
553		7
554		7
555		5
556		7
557		5
558		0
559		2
560		2
561		2
562		3
563		3
564		2
565		1
566		3
567		1
568		1
569		1
570		4
571		2
572		3
573		1
574		5
575		1
576		0
577		2
578		2
579		2
580		0
581		0
582		1
583		2
584		2
585		1
586		3
587		1
588		0
589		2
590		1
591		0
592		0
593		1
594		2
595		1
596		1
597		2
598		0
599		0
600		0
601		0
602		1
603		0
604		1
605		4
606		0
607		2
608		3
609		2
610		0
611		1
612		1
613		2
614		1
615		0
616		1
617		4
618		2
619		2
620		1
621		1
622		0
623		2
624		0
625		1
626		1
627		0
628		1
629		0
630		3
631		1
632		1
633		2
634		3
635		1
636		4
637		1
638		3
639		1
640		2
641		1
642		3
643		1
644		3
645		0
646		2
647		2
648		0
649		2
650		0
651		1
652		4
653		3
654		1
655		2
656		1
657		0
658		0
659		1
660		0
661		1
662		3
663		2
664		1
665		2
666		3
667		2
668		2
669		1
670		0
671		0
672		2
673		1
674		0
675		1
676		1
677		0
678		0
679		0
680		1
681		2
682		1
683		0
684		1
685		2
686		1
687		0
688		0
689		1
690		0
691		1
692		0
693		2
694		2
695		2
696		1
697		2
698		3
699		0
700		3
701		0
702		5
703		3
704		3
705		0
706		1
707		1
708		0
709		0
710		3
711		2
712		1
713		1
714		1
715		3
716		3
717		1
718		2
719		2
720		0
721		1
722		1
723		2
724		0
725		1
726		1
727		1
728		2
729		2
730		2
731		1
732		0
733		0
734		1
735		1
736		0
737		2
738		2
739		1
740		2
741		1
742		1
743		2
744		3
745		1
746		1
747		2
748		0
749		0
750		1
751		2
752		1
753		2
754		0
755		1
756		0
757		2
758		0
759		0
760		1
761		0
762		1
763		1
764		1
765		0
766		0
767		0
768		0
769		0
770		0
771		0
772		2
773		0
774		0
775		1
776		0
777		1
778		1
779		1
780		0
781		1
782		2
783		3
784		0
785		0
786		0
787		1
788		1
789		0
790		3
791		1
792		1
793		3
794		1
795		1
796		0
797		2
798		2
799		1
800		0
801		1
802		0
803		1
804		0
805		0
806		0
807		0
808		0
809		0
810		1
811		2
812		0
813		0
814		0
815		0
816		2
817		0
818		0
819		1
820		1
821		2
822		0
823		1
824		0
825		0
826		0
827		1
828		0
829		1
830		3
831		0
832		1
833		1
834		1
835		2
836		1
837		1
838		0
839		0
840		0
841		1
842		1
843		0
844		0
845		0
846		0
847		0
848		0
849		0
850		1
851		1
852		0
853		0
854		1
855		1
856		1
857		1
858		2
859		1
860		0
861		2
862		1
863		1
864		1
865		2
866		0
867		0
868		0
869		3
870		0
871		0
872		1
873		0
874		0
875		0
876		1
877		0
878		0
879		1
880		0
881		0
882		3
883		2
884		0
885		0
886		1
887		1
888		1
889		0
890		0
891		0
892		0
893		0
894		1
895		3
896		2
897		2
898		0
899		2
900		0
901		1
902		0
903		1
904		2
905		0
906		2
907		0
908		0
909		0
910		1
911		0
912		0
913		1
914		2
915		0
916		1
917		0
918		1
919		0
920		1
921		0
922		1
923		1
924		0
925		1
926		0
927		1
928		2
929		1
930		3
931		1
932		2
933		0
934		0
935		2
936		1
937		1
938		1
939		0
940		1
941		0
942		2
943		1
944		1
945		1
946		0
947		1
948		2
949		1
950		0
951		0
952		1
953		1
954		1
955		0
956		1
957		0
958		3
959		1
960		1
961		2
962		2
963		3
964		0
965		2
966		0
967		2
968		0
969		1
970		0
971		1
972		0
973		2
974		1
975		2
976		2
977		1
978		0
979		0
980		1
981		3
982		2
983		0
984		0
985		0
986		1
987		1
988		0
989		4
990		2
991		0
992		1
993		0
994		1
995		1
996		0
997		2
998		1
999		1
1000		0
1001		3
1002		0
1003		1
1004		0
1005		0
1006		0
1007		1
1008		0
1009		1
1010		0
1011		0
1012		0
1013		0
1014		1
1015		0
1016		0
1017		0
1018		0
1019		0
1020		3
1021		0
1022		0
1023		0
