Spectrum Name:
Description:
Student ID:
Detector Used:
Comments:
Acquisition Mode:	PHA Pre-Amp
High Voltage:	1000
Conversion Gain:	1024
Coarse Gain:	4
Fine Gain:	1.0
Upper Discriminator:	1048
Lower Discriminator:	14
Calibration Coefficients:Elapsed Real Time:	178.26
Elapsed Live Time:	178.0
Start Time:	October 08, 2021, 03:23:15
End Time:	October 08, 2021, 03:26:13
ROIs:
ROI:	Low	High	Gross	Net	FWHM	Centroid

1	131	174	3679	402	15	151
3	37	37	53	53	0	0
4	483	557	3465	2826	28	515
5	11	35	1024	172	6	23

Channel Data:
Channel	Energy	Counts
0		0
1		0
2		0
3		0
4		1
5		6
6		11
7		18
8		19
9		26
10		27
11		30
12		24
13		30
14		33
15		38
16		38
17		39
18		48
19		54
20		46
21		61
22		55
23		45
24		35
25		47
26		37
27		33
28		35
29		42
30		56
31		36
32		43
33		38
34		42
35		39
36		46
37		53
38		56
39		43
40		43
41		49
42		63
43		52
44		53
45		64
46		59
47		76
48		57
49		65
50		65
51		63
52		80
53		79
54		70
55		74
56		84
57		98
58		77
59		81
60		84
61		108
62		85
63		82
64		90
65		94
66		96
67		100
68		95
69		89
70		102
71		91
72		97
73		77
74		96
75		100
76		95
77		94
78		102
79		91
80		81
81		119
82		96
83		97
84		97
85		116
86		80
87		73
88		107
89		109
90		99
91		96
92		93
93		80
94		78
95		91
96		102
97		96
98		118
99		78
100		95
101		75
102		107
103		100
104		96
105		73
106		100
107		94
108		83
109		95
110		80
111		89
112		71
113		89
114		74
115		90
116		81
117		80
118		93
119		61
120		87
121		86
122		87
123		80
124		79
125		86
126		91
127		76
128		98
129		82
130		91
131		86
132		83
133		73
134		83
135		72
136		81
137		85
138		68
139		81
140		78
141		81
142		102
143		90
144		98
145		100
146		100
147		116
148		101
149		98
150		116
151		100
152		109
153		112
154		89
155		99
156		95
157		99
158		82
159		81
160		65
161		88
162		72
163		70
164		49
165		78
166		60
167		72
168		78
169		73
170		60
171		64
172		62
173		56
174		74
175		64
176		55
177		61
178		55
179		46
180		37
181		44
182		62
183		58
184		46
185		58
186		59
187		44
188		58
189		42
190		50
191		60
192		35
193		39
194		46
195		46
196		41
197		44
198		51
199		40
200		46
201		52
202		48
203		39
204		46
205		31
206		35
207		39
208		35
209		46
210		39
211		35
212		43
213		28
214		31
215		40
216		39
217		33
218		36
219		39
220		40
221		30
222		34
223		36
224		31
225		29
226		25
227		43
228		37
229		41
230		39
231		37
232		29
233		30
234		32
235		31
236		21
237		28
238		29
239		33
240		34
241		39
242		22
243		33
244		22
245		29
246		30
247		32
248		41
249		35
250		27
251		27
252		25
253		24
254		29
255		36
256		26
257		25
258		30
259		27
260		22
261		32
262		29
263		37
264		24
265		28
266		24
267		25
268		22
269		29
270		37
271		33
272		24
273		42
274		23
275		22
276		28
277		30
278		25
279		30
280		29
281		18
282		27
283		17
284		30
285		31
286		20
287		28
288		26
289		26
290		21
291		22
292		22
293		22
294		18
295		26
296		20
297		22
298		26
299		15
300		22
301		22
302		24
303		25
304		31
305		20
306		21
307		18
308		23
309		27
310		25
311		18
312		17
313		26
314		15
315		25
316		18
317		21
318		17
319		18
320		39
321		20
322		20
323		34
324		19
325		30
326		23
327		17
328		33
329		24
330		20
331		18
332		18
333		26
334		28
335		20
336		28
337		25
338		28
339		22
340		17
341		18
342		18
343		25
344		33
345		23
346		29
347		18
348		13
349		23
350		22
351		21
352		25
353		24
354		22
355		25
356		22
357		29
358		19
359		26
360		14
361		13
362		26
363		23
364		21
365		28
366		22
367		12
368		19
369		16
370		12
371		18
372		21
373		14
374		13
375		18
376		17
377		14
378		8
379		17
380		6
381		8
382		11
383		15
384		18
385		13
386		19
387		12
388		7
389		11
390		8
391		13
392		14
393		9
394		14
395		13
396		16
397		6
398		11
399		8
400		23
401		15
402		8
403		14
404		7
405		11
406		8
407		6
408		7
409		11
410		14
411		18
412		12
413		8
414		14
415		7
416		7
417		11
418		12
419		7
420		9
421		8
422		7
423		13
424		4
425		8
426		6
427		4
428		9
429		6
430		3
431		7
432		6
433		9
434		3
435		9
436		6
437		6
438		6
439		5
440		5
441		3
442		10
443		2
444		5
445		4
446		6
447		7
448		5
449		7
450		6
451		6
452		6
453		8
454		9
