Spectrum Name:
Description:
Student ID:
Detector Used:
Comments:
Acquisition Mode:	PHA Pre-Amp
High Voltage:	1000
Conversion Gain:	1024
Coarse Gain:	4
Fine Gain:	1.0
Upper Discriminator:	1048
Lower Discriminator:	14
Calibration Coefficients:Elapsed Real Time:	178.33
Elapsed Live Time:	178.0
Start Time:	October 08, 2021, 03:47:29
End Time:	October 08, 2021, 03:50:27
ROIs:
ROI:	Low	High	Gross	Net	FWHM	Centroid

1	131	174	4281	740	12	151
3	37	37	69	69	0	0
4	483	557	5843	5054	28	516
5	11	35	2060	946	7	23

Channel Data:
Channel	Energy	Counts
0		0
1		0
2		0
3		0
4		0
5		11
6		17
7		28
8		31
9		24
10		38
11		37
12		47
13		29
14		46
15		51
16		55
17		61
18		65
19		72
20		92
21		123
22		148
23		163
24		171
25		148
26		117
27		105
28		110
29		64
30		73
31		70
32		66
33		58
34		41
35		48
36		61
37		69
38		64
39		59
40		62
41		68
42		89
43		67
44		69
45		70
46		76
47		75
48		85
49		87
50		86
51		80
52		88
53		91
54		96
55		102
56		89
57		108
58		100
59		106
60		109
61		109
62		113
63		81
64		110
65		116
66		121
67		104
68		139
69		108
70		108
71		101
72		104
73		107
74		96
75		122
76		112
77		127
78		113
79		117
80		88
81		106
82		100
83		119
84		105
85		112
86		123
87		96
88		105
89		85
90		109
91		114
92		99
93		127
94		106
95		87
96		111
97		108
98		119
99		113
100		92
101		115
102		101
103		106
104		118
105		127
106		91
107		106
108		95
109		102
110		108
111		91
112		88
113		116
114		85
115		91
116		98
117		93
118		89
119		88
120		92
121		77
122		104
123		97
124		81
125		88
126		84
127		94
128		93
129		101
130		85
131		90
132		102
133		89
134		98
135		87
136		104
137		94
138		81
139		112
140		90
141		89
142		106
143		111
144		119
145		108
146		98
147		108
148		127
149		96
150		109
151		118
152		128
153		113
154		117
155		104
156		115
157		122
158		108
159		131
160		101
161		95
162		101
163		74
164		73
165		101
166		76
167		83
168		71
169		76
170		87
171		68
172		73
173		68
174		60
175		82
176		69
177		57
178		70
179		57
180		74
181		57
182		59
183		57
184		72
185		56
186		57
187		66
188		63
189		80
190		56
191		44
192		67
193		60
194		55
195		56
196		62
197		59
198		65
199		52
200		45
201		61
202		56
203		57
204		49
205		63
206		44
207		50
208		51
209		49
210		51
211		42
212		48
213		64
214		48
215		49
216		41
217		45
218		42
219		38
220		52
221		51
222		50
223		57
224		37
225		57
226		45
227		55
228		56
229		47
230		43
231		47
232		49
233		54
234		46
235		37
236		30
237		44
238		43
239		34
240		45
241		54
242		48
243		32
244		50
245		34
246		45
247		40
248		47
249		42
250		62
251		42
252		33
253		34
254		44
255		51
256		44
257		47
258		41
259		36
260		43
261		37
262		28
263		35
264		40
265		36
266		42
267		47
268		37
269		39
270		44
271		37
272		41
273		49
274		29
275		30
276		35
277		45
278		32
279		44
280		27
281		29
282		30
283		40
284		44
285		53
286		30
287		34
288		42
289		48
290		31
291		38
292		31
293		30
294		35
295		30
296		30
297		32
298		45
299		40
300		36
301		34
302		32
303		42
304		20
305		41
306		41
307		36
308		28
309		34
310		40
311		35
312		32
313		26
314		44
315		29
316		32
317		43
318		33
319		42
320		32
321		27
322		28
323		43
324		38
325		42
326		32
327		33
328		27
329		32
330		26
331		41
332		40
333		25
334		44
335		27
336		34
337		30
338		35
339		36
340		35
341		29
342		30
343		28
344		36
345		24
346		36
347		31
348		30
349		34
350		29
351		31
352		36
353		37
354		31
355		22
356		28
357		32
358		38
359		33
360		29
361		26
362		29
363		29
364		30
365		28
366		29
367		29
368		23
369		28
370		22
371		24
372		26
373		32
374		26
375		22
376		16
377		8
378		28
379		19
380		15
381		15
382		21
383		18
384		14
385		16
386		14
387		15
388		15
389		11
390		18
391		15
392		16
393		17
394		7
395		16
396		8
397		18
398		13
399		12
400		17
401		12
402		10
403		21
404		9
405		13
406		17
407		11
408		12
409		9
410		18
411		10
412		14
413		7
414		10
415		16
416		6
417		10
418		8
419		9
420		14
421		8
422		9
423		9
424		10
425		9
426		6
427		7
428		7
429		5
430		9
431		6
432		6
433		7
434		8
435		6
436		6
437		8
438		6
439		8
440		8
441		9
442		5
443		5
444		5
445		11
446		7
447		10
448		4
449		10
450		11
451		8
452		7
453		6
454		7
